"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","HHDEBT","TOT","PC_NDI","A","1997",97.68735,
"GBR","HHDEBT","TOT","PC_NDI","A","1998",102.6555,
"GBR","HHDEBT","TOT","PC_NDI","A","1999",104.0161,
"GBR","HHDEBT","TOT","PC_NDI","A","2000",105.5706,
"GBR","HHDEBT","TOT","PC_NDI","A","2001",112.8915,
"GBR","HHDEBT","TOT","PC_NDI","A","2002",124.0482,
"GBR","HHDEBT","TOT","PC_NDI","A","2003",135.8451,
"GBR","HHDEBT","TOT","PC_NDI","A","2004",145.5175,
"GBR","HHDEBT","TOT","PC_NDI","A","2005",150.2169,
"GBR","HHDEBT","TOT","PC_NDI","A","2006",160.016,
"GBR","HHDEBT","TOT","PC_NDI","A","2007",163.4616,
"GBR","HHDEBT","TOT","PC_NDI","A","2008",162.2463,
"GBR","HHDEBT","TOT","PC_NDI","A","2009",156.6647,
"GBR","HHDEBT","TOT","PC_NDI","A","2010",153.5172,
"GBR","HHDEBT","TOT","PC_NDI","A","2011",152.5552,
"GBR","HHDEBT","TOT","PC_NDI","A","2012",146.9969,
"GBR","HHDEBT","TOT","PC_NDI","A","2013",142.2403,
"GBR","HHDEBT","TOT","PC_NDI","A","2014",141.7046,
"GBR","HHDEBT","TOT","PC_NDI","A","2015",138.4795,
"GBR","HHDEBT","TOT","PC_NDI","A","2016",141.8248,
"GBR","HHDEBT","TOT","PC_NDI","A","2017",142.7571,
"GBR","HHDEBT","TOT","PC_NDI","A","2018",141.151,
"USA","HHDEBT","TOT","PC_NDI","A","1995",94.30469,
"USA","HHDEBT","TOT","PC_NDI","A","1996",96.22101,
"USA","HHDEBT","TOT","PC_NDI","A","1997",97.3432,
"USA","HHDEBT","TOT","PC_NDI","A","1998",98.52856,
"USA","HHDEBT","TOT","PC_NDI","A","1999",102.6665,
"USA","HHDEBT","TOT","PC_NDI","A","2000",104.0255,
"USA","HHDEBT","TOT","PC_NDI","A","2001",107.6555,
"USA","HHDEBT","TOT","PC_NDI","A","2002",112.7325,
"USA","HHDEBT","TOT","PC_NDI","A","2003",120.8327,
"USA","HHDEBT","TOT","PC_NDI","A","2004",127.5886,
"USA","HHDEBT","TOT","PC_NDI","A","2005",135.5505,
"USA","HHDEBT","TOT","PC_NDI","A","2006",140.5903,
"USA","HHDEBT","TOT","PC_NDI","A","2007",143.6233,
"USA","HHDEBT","TOT","PC_NDI","A","2008",136.8601,
"USA","HHDEBT","TOT","PC_NDI","A","2009",135.8592,
"USA","HHDEBT","TOT","PC_NDI","A","2010",128.4464,
"USA","HHDEBT","TOT","PC_NDI","A","2011",121.0132,
"USA","HHDEBT","TOT","PC_NDI","A","2012",114.848,
"USA","HHDEBT","TOT","PC_NDI","A","2013",115.9132,
"USA","HHDEBT","TOT","PC_NDI","A","2014",111.957,
"USA","HHDEBT","TOT","PC_NDI","A","2015",109.0323,
"USA","HHDEBT","TOT","PC_NDI","A","2016",109.2455,
"USA","HHDEBT","TOT","PC_NDI","A","2017",108.3786,
"USA","HHDEBT","TOT","PC_NDI","A","2018",105.3875,
"CHL","HHDEBT","TOT","PC_NDI","A","2003",36.57342,
"CHL","HHDEBT","TOT","PC_NDI","A","2004",42.81072,
"CHL","HHDEBT","TOT","PC_NDI","A","2005",45.34259,
"CHL","HHDEBT","TOT","PC_NDI","A","2006",48.96827,
"CHL","HHDEBT","TOT","PC_NDI","A","2007",56.75208,
"CHL","HHDEBT","TOT","PC_NDI","A","2008",57.90579,
"CHL","HHDEBT","TOT","PC_NDI","A","2009",58.6417,
"CHL","HHDEBT","TOT","PC_NDI","A","2010",59.10398,
"CHL","HHDEBT","TOT","PC_NDI","A","2011",58.31522,
"CHL","HHDEBT","TOT","PC_NDI","A","2012",58.06636,
"CHL","HHDEBT","TOT","PC_NDI","A","2013",59.83234,
"CHL","HHDEBT","TOT","PC_NDI","A","2014",62.77065,
"CHL","HHDEBT","TOT","PC_NDI","A","2015",65.9194,
"CHL","HHDEBT","TOT","PC_NDI","A","2016",66.75799,
"CHL","HHDEBT","TOT","PC_NDI","A","2017",70.15105,
"EST","HHDEBT","TOT","PC_NDI","A","1995",7.187466,
"EST","HHDEBT","TOT","PC_NDI","A","1996",8.415864,
"EST","HHDEBT","TOT","PC_NDI","A","1997",13.92729,
"EST","HHDEBT","TOT","PC_NDI","A","1998",13.08077,
"EST","HHDEBT","TOT","PC_NDI","A","1999",15.51135,
"EST","HHDEBT","TOT","PC_NDI","A","2000",20.17303,
"EST","HHDEBT","TOT","PC_NDI","A","2001",24.23659,
"EST","HHDEBT","TOT","PC_NDI","A","2002",33.01303,
"EST","HHDEBT","TOT","PC_NDI","A","2003",41.94959,
"EST","HHDEBT","TOT","PC_NDI","A","2004",52.42507,
"EST","HHDEBT","TOT","PC_NDI","A","2005",68.93932,
"EST","HHDEBT","TOT","PC_NDI","A","2006",89.46101,
"EST","HHDEBT","TOT","PC_NDI","A","2007",102.872,
"EST","HHDEBT","TOT","PC_NDI","A","2008",98.01507,
"EST","HHDEBT","TOT","PC_NDI","A","2009",104.7168,
"EST","HHDEBT","TOT","PC_NDI","A","2010",104.0358,
"EST","HHDEBT","TOT","PC_NDI","A","2011",93.10143,
"EST","HHDEBT","TOT","PC_NDI","A","2012",89.17227,
"EST","HHDEBT","TOT","PC_NDI","A","2013",83.06567,
"EST","HHDEBT","TOT","PC_NDI","A","2014",81.38665,
"EST","HHDEBT","TOT","PC_NDI","A","2015",80.22324,
"EST","HHDEBT","TOT","PC_NDI","A","2016",80.79245,
"EST","HHDEBT","TOT","PC_NDI","A","2017",80.66492,
"EST","HHDEBT","TOT","PC_NDI","A","2018",79.01333,
"SVN","HHDEBT","TOT","PC_NDI","A","1995",25.21782,
"SVN","HHDEBT","TOT","PC_NDI","A","1996",25.48318,
"SVN","HHDEBT","TOT","PC_NDI","A","1997",25.77479,
"SVN","HHDEBT","TOT","PC_NDI","A","1998",27.84745,
"SVN","HHDEBT","TOT","PC_NDI","A","1999",33.48335,
"SVN","HHDEBT","TOT","PC_NDI","A","2000",34.07442,
"SVN","HHDEBT","TOT","PC_NDI","A","2001",33.8493,
"SVN","HHDEBT","TOT","PC_NDI","A","2002",34.06376,
"SVN","HHDEBT","TOT","PC_NDI","A","2003",36.01576,
"SVN","HHDEBT","TOT","PC_NDI","A","2004",36.8505,
"SVN","HHDEBT","TOT","PC_NDI","A","2005",40.84766,
"SVN","HHDEBT","TOT","PC_NDI","A","2006",45.41596,
"SVN","HHDEBT","TOT","PC_NDI","A","2007",53.00587,
"SVN","HHDEBT","TOT","PC_NDI","A","2008",54.52403,
"SVN","HHDEBT","TOT","PC_NDI","A","2009",57.14724,
"SVN","HHDEBT","TOT","PC_NDI","A","2010",60.08191,
"SVN","HHDEBT","TOT","PC_NDI","A","2011",58.82555,
"SVN","HHDEBT","TOT","PC_NDI","A","2012",60.68124,
"SVN","HHDEBT","TOT","PC_NDI","A","2013",58.99211,
"SVN","HHDEBT","TOT","PC_NDI","A","2014",58.19139,
"SVN","HHDEBT","TOT","PC_NDI","A","2015",57.25617,
"SVN","HHDEBT","TOT","PC_NDI","A","2016",56.72981,
"SVN","HHDEBT","TOT","PC_NDI","A","2017",56.72166,
"SVN","HHDEBT","TOT","PC_NDI","A","2018",56.65936,
"CAN","HHDEBT","TOT","PC_NDI","A","1995",102.9082,
"CAN","HHDEBT","TOT","PC_NDI","A","1996",105.6668,
"CAN","HHDEBT","TOT","PC_NDI","A","1997",108.8498,
"CAN","HHDEBT","TOT","PC_NDI","A","1998",111.4469,
"CAN","HHDEBT","TOT","PC_NDI","A","1999",113.2355,
"CAN","HHDEBT","TOT","PC_NDI","A","2000",113.7776,
"CAN","HHDEBT","TOT","PC_NDI","A","2001",114.1395,
"CAN","HHDEBT","TOT","PC_NDI","A","2002",118.2778,
"CAN","HHDEBT","TOT","PC_NDI","A","2003",123.8027,
"CAN","HHDEBT","TOT","PC_NDI","A","2004",129.7153,
"CAN","HHDEBT","TOT","PC_NDI","A","2005",138.673,
"CAN","HHDEBT","TOT","PC_NDI","A","2006",143.1893,
"CAN","HHDEBT","TOT","PC_NDI","A","2007",151.5226,
"CAN","HHDEBT","TOT","PC_NDI","A","2008",156.5409,
"CAN","HHDEBT","TOT","PC_NDI","A","2009",163.9766,
"CAN","HHDEBT","TOT","PC_NDI","A","2010",165.8246,
"CAN","HHDEBT","TOT","PC_NDI","A","2011",168.6607,
"CAN","HHDEBT","TOT","PC_NDI","A","2012",169.0748,
"CAN","HHDEBT","TOT","PC_NDI","A","2013",169.1587,
"CAN","HHDEBT","TOT","PC_NDI","A","2014",171.2671,
"CAN","HHDEBT","TOT","PC_NDI","A","2015",173.2265,
"CAN","HHDEBT","TOT","PC_NDI","A","2016",181.5645,
"CAN","HHDEBT","TOT","PC_NDI","A","2017",181.4351,
"CAN","HHDEBT","TOT","PC_NDI","A","2018",181.7593,
"LVA","HHDEBT","TOT","PC_NDI","A","1995",4.236637,
"LVA","HHDEBT","TOT","PC_NDI","A","1996",4.343103,
"LVA","HHDEBT","TOT","PC_NDI","A","1997",4.797815,
"LVA","HHDEBT","TOT","PC_NDI","A","1998",6.906816,
"LVA","HHDEBT","TOT","PC_NDI","A","1999",8.247535,
"LVA","HHDEBT","TOT","PC_NDI","A","2000",12.23725,
"LVA","HHDEBT","TOT","PC_NDI","A","2001",13.68765,
"LVA","HHDEBT","TOT","PC_NDI","A","2002",18.46404,
"LVA","HHDEBT","TOT","PC_NDI","A","2003",24.105,
"LVA","HHDEBT","TOT","PC_NDI","A","2004",34.78461,
"LVA","HHDEBT","TOT","PC_NDI","A","2005",55.39925,
"LVA","HHDEBT","TOT","PC_NDI","A","2006",73.20572,
"LVA","HHDEBT","TOT","PC_NDI","A","2007",85.0516,
"LVA","HHDEBT","TOT","PC_NDI","A","2008",76.33748,
"LVA","HHDEBT","TOT","PC_NDI","A","2009",84.21181,
"LVA","HHDEBT","TOT","PC_NDI","A","2010",85.71476,
"LVA","HHDEBT","TOT","PC_NDI","A","2011",81.04266,
"LVA","HHDEBT","TOT","PC_NDI","A","2012",67.33416,
"LVA","HHDEBT","TOT","PC_NDI","A","2013",59.96991,
"LVA","HHDEBT","TOT","PC_NDI","A","2014",54.56536,
"LVA","HHDEBT","TOT","PC_NDI","A","2015",49.51926,
"LVA","HHDEBT","TOT","PC_NDI","A","2016",46.01205,
"LVA","HHDEBT","TOT","PC_NDI","A","2017",44.30675,
"LVA","HHDEBT","TOT","PC_NDI","A","2018",41.86707,
"BRA","HHDEBT","TOT","PC_NDI","A","2009",34.68357,
"BRA","HHDEBT","TOT","PC_NDI","A","2010",43.02538,
"BRA","HHDEBT","TOT","PC_NDI","A","2011",48.50394,
"BRA","HHDEBT","TOT","PC_NDI","A","2012",53.25451,
"BRA","HHDEBT","TOT","PC_NDI","A","2013",56.3998,
"BRA","HHDEBT","TOT","PC_NDI","A","2014",55.49426,
"BRA","HHDEBT","TOT","PC_NDI","A","2015",54.59172,
"LTU","HHDEBT","TOT","PC_NDI","A","1995",5.371507,
"LTU","HHDEBT","TOT","PC_NDI","A","1996",4.442083,
"LTU","HHDEBT","TOT","PC_NDI","A","1997",3.834538,
"LTU","HHDEBT","TOT","PC_NDI","A","1998",2.711471,
"LTU","HHDEBT","TOT","PC_NDI","A","1999",3.488913,
"LTU","HHDEBT","TOT","PC_NDI","A","2000",3.014884,
"LTU","HHDEBT","TOT","PC_NDI","A","2001",3.627599,
"LTU","HHDEBT","TOT","PC_NDI","A","2002",5.390364,
"LTU","HHDEBT","TOT","PC_NDI","A","2003",15.58154,
"LTU","HHDEBT","TOT","PC_NDI","A","2004",14.71031,
"LTU","HHDEBT","TOT","PC_NDI","A","2005",27.57275,
"LTU","HHDEBT","TOT","PC_NDI","A","2006",39.23329,
"LTU","HHDEBT","TOT","PC_NDI","A","2007",54.42994,
"LTU","HHDEBT","TOT","PC_NDI","A","2008",57.70889,
"LTU","HHDEBT","TOT","PC_NDI","A","2009",54.64453,
"LTU","HHDEBT","TOT","PC_NDI","A","2010",52.76534,
"LTU","HHDEBT","TOT","PC_NDI","A","2011",47.93097,
"LTU","HHDEBT","TOT","PC_NDI","A","2012",47.15327,
"LTU","HHDEBT","TOT","PC_NDI","A","2013",44.73945,
"LTU","HHDEBT","TOT","PC_NDI","A","2014",45.67625,
"LTU","HHDEBT","TOT","PC_NDI","A","2015",48.37809,
"LTU","HHDEBT","TOT","PC_NDI","A","2016",51.64744,
"LTU","HHDEBT","TOT","PC_NDI","A","2017",48.95232,
"LTU","HHDEBT","TOT","PC_NDI","A","2018",49.94695,
"RUS","HHDEBT","TOT","PC_NDI","A","2014",30.68023,
"RUS","HHDEBT","TOT","PC_NDI","A","2015",29.67532,
"RUS","HHDEBT","TOT","PC_NDI","A","2016",28.81427,
"RUS","HHDEBT","TOT","PC_NDI","A","2017",30.21536,
"NZL","HHDEBT","TOT","PC_NDI","A","2007",118.7263,
"NZL","HHDEBT","TOT","PC_NDI","A","2008",128.8271,
"NZL","HHDEBT","TOT","PC_NDI","A","2009",123.8363,
"NZL","HHDEBT","TOT","PC_NDI","A","2010",121.0386,
"NZL","HHDEBT","TOT","PC_NDI","A","2011",116.1815,
"NZL","HHDEBT","TOT","PC_NDI","A","2012",116.9588,
"NZL","HHDEBT","TOT","PC_NDI","A","2013",117.6401,
"NZL","HHDEBT","TOT","PC_NDI","A","2014",121.4804,
"NZL","HHDEBT","TOT","PC_NDI","A","2015",121.0987,
"NZL","HHDEBT","TOT","PC_NDI","A","2016",119.2733,
"NZL","HHDEBT","TOT","PC_NDI","A","2017",121.7319,
"COL","HHDEBT","TOT","PC_NDI","A","2015",43.98483,
"COL","HHDEBT","TOT","PC_NDI","A","2016",46.05379,
"COL","HHDEBT","TOT","PC_NDI","A","2017",46.401,
"COL","HHDEBT","TOT","PC_NDI","A","2018",47.16065,
